request_id,work_item_id,canonical_requirement_id,priority,axis,axis_title,owner,dependencies,applicable_gates,assigned_requirement_count,assigned_scenario_count,passed_requirement_count,pending_requirement_count,passed_scenario_count,pending_scenario_count,source,consumer_call_path,evidence_ref,assessment_status,development_status,verification_status,open_issue,baseline_sha
DEVGPT-V9-S01,CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,CPF-LOGFAIL,P1,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,recovery worker -> spool/poison -> reconcile,evidence/log-recovery-backoff-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-LOGFAIL,P1,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,61,72,46,15,55,17,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,recovery worker -> spool/poison -> reconcile,evidence/log-recovery-backoff-substitute,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,CPF-TRACE,P1,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging trace context/sampling,transaction listener -> trace enricher -> sampling/context,evidence/trace-context-sampling;evidence/trace-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-TRACE-02-IMPLEMENTATION_CONSUMER,CPF-TRACE,P1,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging trace context/sampling,transaction listener -> trace enricher -> sampling/context,evidence/trace-context-sampling;evidence/trace-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-TRACE-03-VERIFICATION_EVIDENCE,CPF-TRACE,P1,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-TRACE-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging trace context/sampling,transaction listener -> trace enricher -> sampling/context,evidence/trace-context-sampling;evidence/trace-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-TRACE-04-FAILURE_RECOVERY,CPF-TRACE,P1,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging trace context/sampling,transaction listener -> trace enricher -> sampling/context,evidence/trace-context-sampling;evidence/trace-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-TRACE-05-OPERATIONS_SECURITY,CPF-TRACE,P1,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,165,267,150,15,250,17,cpf-core/common/logging trace context/sampling,transaction listener -> trace enricher -> sampling/context,evidence/trace-context-sampling;evidence/trace-contract,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,CPF-MASK,P1,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/SensitiveDataMasker + security managers,log/evidence/audit consumer -> masker/policy/access manager,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-MASK-02-IMPLEMENTATION_CONSUMER,CPF-MASK,P1,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/SensitiveDataMasker + security managers,log/evidence/audit consumer -> masker/policy/access manager,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-MASK-03-VERIFICATION_EVIDENCE,CPF-MASK,P1,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-MASK-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/SensitiveDataMasker + security managers,log/evidence/audit consumer -> masker/policy/access manager,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-MASK-04-OPERATIONS_SECURITY,CPF-MASK,P1,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,157,252,142,15,235,17,cpf-core/common/logging/SensitiveDataMasker + security managers,log/evidence/audit consumer -> masker/policy/access manager,evidence/security-policy-access-java21,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHN-01-CONTRACT_OWNERSHIP,SEC-AUTHN,P0,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core security contract + product owner,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core security contracts + security starters,resource server/service identity/session consumers,evidence/resource-server-clock-skew;evidence/service-identity-replay;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHN-02-IMPLEMENTATION_CONSUMER,SEC-AUTHN,P0,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core security contract + product owner,CPF-WP-SEC-AUTHN-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core security contracts + security starters,resource server/service identity/session consumers,evidence/resource-server-clock-skew;evidence/service-identity-replay;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHN-03-VERIFICATION_EVIDENCE,SEC-AUTHN,P0,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core security contract + product owner,CPF-WP-SEC-AUTHN-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-AUTHN-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core security contracts + security starters,resource server/service identity/session consumers,evidence/resource-server-clock-skew;evidence/service-identity-replay;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHN-04-FAILURE_RECOVERY,SEC-AUTHN,P0,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core security contract + product owner,CPF-WP-SEC-AUTHN-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core security contracts + security starters,resource server/service identity/session consumers,evidence/resource-server-clock-skew;evidence/service-identity-replay;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHN-05-OPERATIONS_SECURITY,SEC-AUTHN,P0,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core security contract + product owner,CPF-WP-SEC-AUTHN-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,345,574,211,134,339,235,cpf-core security contracts + security starters,resource server/service identity/session consumers,evidence/resource-server-clock-skew;evidence/service-identity-replay;evidence/security-contract,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHZ-01-CONTRACT_OWNERSHIP,SEC-AUTHZ,P0,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core security contract + product owner,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-biz-admin auth filter/service/permission manifest,HTTP filter -> permission manifest -> BzaAuthService -> repository,evidence/authz-permission-consumer,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHZ-02-IMPLEMENTATION_CONSUMER,SEC-AUTHZ,P0,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core security contract + product owner,CPF-WP-SEC-AUTHZ-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-biz-admin auth filter/service/permission manifest,HTTP filter -> permission manifest -> BzaAuthService -> repository,evidence/authz-permission-consumer,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHZ-03-VERIFICATION_EVIDENCE,SEC-AUTHZ,P0,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core security contract + product owner,CPF-WP-SEC-AUTHZ-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-AUTHZ-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-biz-admin auth filter/service/permission manifest,HTTP filter -> permission manifest -> BzaAuthService -> repository,evidence/authz-permission-consumer,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHZ-04-OPERATIONS_SECURITY,SEC-AUTHZ,P0,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core security contract + product owner,CPF-WP-SEC-AUTHZ-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,430,710,244,186,379,331,cpf-biz-admin auth filter/service/permission manifest,HTTP filter -> permission manifest -> BzaAuthService -> repository,evidence/authz-permission-consumer,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUTHZ-05-GENERATION_COMPATIBILITY,SEC-AUTHZ,P0,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core security contract + product owner,CPF-WP-SEC-AUTHZ-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-biz-admin auth filter/service/permission manifest,HTTP filter -> permission manifest -> BzaAuthService -> repository,evidence/authz-permission-consumer,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-SECRET-01-CONTRACT_OWNERSHIP,SEC-SECRET,P0,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core security contract + product owner,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core secret API + security secret starter,auto-configuration -> provider registry -> CpfSecretProvider,evidence/secret-registry;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-SECRET-02-IMPLEMENTATION_CONSUMER,SEC-SECRET,P0,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core security contract + product owner,CPF-WP-SEC-SECRET-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core secret API + security secret starter,auto-configuration -> provider registry -> CpfSecretProvider,evidence/secret-registry;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-SECRET-03-VERIFICATION_EVIDENCE,SEC-SECRET,P0,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core security contract + product owner,CPF-WP-SEC-SECRET-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-SECRET-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core secret API + security secret starter,auto-configuration -> provider registry -> CpfSecretProvider,evidence/secret-registry;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-SECRET-04-FAILURE_RECOVERY,SEC-SECRET,P0,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core security contract + product owner,CPF-WP-SEC-SECRET-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core secret API + security secret starter,auto-configuration -> provider registry -> CpfSecretProvider,evidence/secret-registry;evidence/security-contract,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-SECRET-05-OPERATIONS_SECURITY,SEC-SECRET,P0,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core security contract + product owner,CPF-WP-SEC-SECRET-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,208,344,96,112,147,197,cpf-core secret API + security secret starter,auto-configuration -> provider registry -> CpfSecretProvider,evidence/secret-registry;evidence/security-contract,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-PRIVACY-01-CONTRACT_OWNERSHIP,SEC-PRIVACY,P0,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core security contract + product owner,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core sensitive data access/masking,manager -> approval/store/audit sink -> masked result,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-PRIVACY-02-IMPLEMENTATION_CONSUMER,SEC-PRIVACY,P0,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core security contract + product owner,CPF-WP-SEC-PRIVACY-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core sensitive data access/masking,manager -> approval/store/audit sink -> masked result,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-PRIVACY-03-VERIFICATION_EVIDENCE,SEC-PRIVACY,P0,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core security contract + product owner,CPF-WP-SEC-PRIVACY-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-PRIVACY-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core sensitive data access/masking,manager -> approval/store/audit sink -> masked result,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-PRIVACY-04-FAILURE_RECOVERY,SEC-PRIVACY,P0,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core security contract + product owner,CPF-WP-SEC-PRIVACY-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core sensitive data access/masking,manager -> approval/store/audit sink -> masked result,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-PRIVACY-05-OPERATIONS_SECURITY,SEC-PRIVACY,P0,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core security contract + product owner,CPF-WP-SEC-PRIVACY-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,82,106,51,31,60,46,cpf-core sensitive data access/masking,manager -> approval/store/audit sink -> masked result,evidence/security-policy-access-java21,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-PRIVACY-06-DATA_MIGRATION,SEC-PRIVACY,P0,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core security contract + product owner,CPF-WP-SEC-PRIVACY-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core sensitive data access/masking,manager -> approval/store/audit sink -> masked result,evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUDIT-01-CONTRACT_OWNERSHIP,SEC-AUDIT,P0,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core security contract + product owner,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core audit sinks + log/state/security managers,operation -> append-only audit sink -> file/DB consumer,evidence/audit-file-sink;evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUDIT-02-IMPLEMENTATION_CONSUMER,SEC-AUDIT,P0,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core security contract + product owner,CPF-WP-SEC-AUDIT-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core audit sinks + log/state/security managers,operation -> append-only audit sink -> file/DB consumer,evidence/audit-file-sink;evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUDIT-03-VERIFICATION_EVIDENCE,SEC-AUDIT,P0,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core security contract + product owner,CPF-WP-SEC-AUDIT-01-CONTRACT_OWNERSHIP;CPF-WP-SEC-AUDIT-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core audit sinks + log/state/security managers,operation -> append-only audit sink -> file/DB consumer,evidence/audit-file-sink;evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-SEC-AUDIT-04-FAILURE_RECOVERY,SEC-AUDIT,P0,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core security contract + product owner,CPF-WP-SEC-AUDIT-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core audit sinks + log/state/security managers,operation -> append-only audit sink -> file/DB consumer,evidence/audit-file-sink;evidence/security-policy-access-java21,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
