requirement_id,priority,category,owner,title,original_development_status,original_verification_status,post_push_review_status,review_reason,related_defects
QA38-STARTER-018,P0,Core/Common→Starter,Core/Common/Starter Owners,Service Identity Runtime MOVE,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-009;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-023;QA39-DEF-024;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-019,P0,Core/Common→Starter,Core/Common/Starter Owners,Registry/Health technical client MOVE,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-020,P0,Core/Common→Starter,Core/Common/Starter Owners,Secret Provider Runtime EXPAND,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-022,P0,Core/Common→Starter,Core/Common/Starter Owners,CircuitBreaker-only Runtime EXPAND,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-009;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-023,P0,Core/Common→Starter,Core/Common/Starter Owners,Kafka Producer/Consumer Runtime EXPAND_MIGRATE,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-009;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-032;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-024,P0,Core/Common→Starter,Core/Common/Starter Owners,RabbitMQ/AMQP NEW,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-009;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-032;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-025,P0,Core/Common→Starter,Core/Common/Starter Owners,Jakarta JMS NEW,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-009;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-032;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-026,P0,Core/Common→Starter,Core/Common/Starter Owners,IBM MQ Provider NEW_PLUGIN,완료,미검증,실패,확정 Source/Build/Truth 결함이 Acceptance를 위반,QA39-DEF-002;QA39-DEF-005;QA39-DEF-007;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-032;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-027,P0,Core/Common→Starter,Core/Common/Starter Owners,TCP Transport Runtime NEW,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-009;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-019;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-028,P0,Core/Common→Starter,Core/Common/Starter Owners,Notification Email/SMS Worker NEW_SPLIT,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-020;QA39-DEF-021;QA39-DEF-022;QA39-DEF-035;QA39-DEF-036;QA39-DEF-037;QA39-DEF-039
QA38-STARTER-030,P0,Core/Common→Starter,Core/Common/Starter Owners,Public API/SPI·Identifiers·Context·Error·Masking·업무 Common KEEP,완료,미검증,완료,정적 검토에서 해당 통제의 직접 위반은 확인되지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-004,P0,Verification,Codex/QA,03_CORE_STARTER,완료,미검증,실패,확정 Source/Build/Truth 결함이 Acceptance를 위반,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-011,P1,Core/Common→Starter,Core/Common/Starter Owners,Validation Runtime Provider MOVE,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-037;QA39-DEF-039
QA38-STARTER-014,P1,Core/Common→Starter,Core/Common/Starter Owners,Commons Compress/Archive Runtime MOVE,완료,미검증,실패,확정 Source/Build/Truth 결함이 Acceptance를 위반,QA39-DEF-002;QA39-DEF-005;QA39-DEF-008;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-STARTER-017,P1,Core/Common→Starter,Core/Common/Starter Owners,POI/XLSX Runtime MOVE,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-037;QA39-DEF-039
QA38-STARTER-021,P1,Core/Common→Starter,Core/Common/Starter Owners,OpenFeature Runtime EXPAND,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-035;QA39-DEF-036;QA39-DEF-037;QA39-DEF-039
QA38-STARTER-029,P1,Core/Common→Starter,Core/Common/Starter Owners,Quartz Scheduler NEW_OPTIONAL,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-005;QA39-DEF-009;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-033;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-INT-001,P0,External Integration,Integration/Notification,SFTP actual adapter·upload/download/list/move/delete/resume/checksum/reconcile,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-018;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-003,P0,External Integration,Integration/Notification,Typed HTTP Client·timeout·deadline·idempotency·response loss,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-004;QA39-DEF-005;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-008,P0,External Integration,Integration/Notification,Notification Outbox/Worker/Retry/DLQ/Preference/Quiet Hours,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-009,P0,External Integration,Integration/Notification,SMTP/Provider·Template·Attachment·Bounce·Unknown Result,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-010,P0,External Integration,Integration/Notification,Provider SPI·Rate·Receipt·Callback·Unknown Result,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-MSG-001,P0,Messaging,Messaging/Starter/DB Platform,Provider-neutral Message Envelope·Logical Destination·Binding·ACK/Commit·Unknown Result,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-002,P0,Messaging,Messaging/Starter/DB Platform,JDBC Outbox·Inbox·DLQ·Replay·Reconcile Ledger 3 Vendor,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-003,P0,Messaging,Messaging/Starter/DB Platform,Kafka Default Profile의 publish/consume/rebalance/offset/DLT/operations,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-004,P0,Messaging,Messaging/Starter/DB Platform,Exchange·Queue·Binding·Routing·Confirm·Return·ACK/NACK·DLX·Quorum,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-005,P0,Messaging,Messaging/Starter/DB Platform,Queue·Topic·Durable·Selector·Ack Mode·Transaction·Redelivery,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-006,P0,Messaging,Messaging/Starter/DB Platform,Queue Manager·Channel·TLS·CCDT·Reason Code·Reconnect Extension,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-007,P0,Messaging,Messaging/Starter/DB Platform,Kafka+Rabbit/JMS Named Binding·Bridge·Migration·모호성 fail-closed,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-008,P0,Messaging,Messaging/Starter/DB Platform,Schema Version·Compatibility·Quarantine,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-009,P0,Messaging,Messaging/Starter/DB Platform,TLS/mTLS·Secret Rotation·Masking·Permission·Audit,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-010,P0,Messaging,Messaging/Starter/DB Platform,Backlog·Lag·DLQ·Replay·Reconcile·Approval·Result Tracking,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-MSG-011,P0,Messaging,Messaging/Starter/DB Platform,Broker outage·response loss·duplicate·consumer kill·multi-instance,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-036;QA39-DEF-039
QA38-TCP-001,P0,TCP/Professional Message,Integration/Starter,Client/Server·Connection Pool·Graceful Drain,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-002,P0,TCP/Professional Message,Integration/Starter,Fixed/Length Header/STX-ETX/CRLF·Fragment/Coalesce,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-003,P0,TCP/Professional Message,Integration/Starter,Binary/BCD/Hex·Endian·Unsigned,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-004,P0,TCP/Professional Message,Integration/Starter,UTF-8/EUC-KR/EBCDIC Strict Conversion,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-005,P0,TCP/Professional Message,Integration/Starter,응답 순서 역전·Orphan·Timeout,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-006,P0,TCP/Professional Message,Integration/Starter,Heartbeat·Half-open·Reconnect·Backoff/Jitter,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-007,P0,TCP/Professional Message,Integration/Starter,TLS/mTLS·Trust·Identity·Rotation,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-008,P0,TCP/Professional Message,Integration/Starter,Connection/Thread/Queue/Buffer/Frame Limit,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-009,P0,TCP/Professional Message,Integration/Starter,Write 후 응답 유실·UNKNOWN_RESULT·Reconciliation,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-010,P0,TCP/Professional Message,Integration/Starter,Bitmap/Field Packager/MAC/PIN Extension SPI,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-034;QA39-DEF-035;QA39-DEF-039
QA38-TCP-011,P0,TCP/Professional Message,Integration/Starter,Session·Backlog·Failure·Replay·Reconcile·Audit,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-TCP-012,P0,TCP/Professional Message,Integration/Starter,정상·Partial·Oversize·Malformed·Delay·Disconnect Scenario,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-VERIFY-005,P0,Verification,Codex/QA,04_MESSAGING_TCP,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-007;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-019;QA39-DEF-032;QA39-DEF-036;QA39-DEF-039
QA38-INT-002,P1,External Integration,Integration/Notification,FTPS/SMB/Object Storage provider SPI와 secure path/resource policy,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-025;QA39-DEF-027;QA39-DEF-028;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-004,P1,External Integration,Integration/Notification,WSDL/Fault/WS-Security extension,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-005,P1,External Integration,Integration/Notification,Deadline/Metadata/Status/Streaming/Backpressure,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-006,P1,External Integration,Integration/Notification,Signature/Retry/Idempotency/Delivery Ledger,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-INT-007,P1,External Integration,Integration/Notification,WebSocket/SSE auth/reconnect/backpressure/scale-out,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-019;QA39-DEF-020;QA39-DEF-023;QA39-DEF-024;QA39-DEF-032;QA39-DEF-035;QA39-DEF-039
QA38-DB-001,P0,DB Fresh/Generator,DB Platform/Generator,Preflight,완료,미검증,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-002,P0,DB Fresh/Generator,DB Platform/Generator,Generator First,완료,완료,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-003,P0,DB Fresh/Generator,DB Platform/Generator,No Direct Edit,완료,완료,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-007,P0,DB Fresh/Generator,DB Platform/Generator,Upgrade,완료,완료,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-008,P0,DB Fresh/Generator,DB Platform/Generator,Rollback,완료,완료,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-009,P0,DB Fresh/Generator,DB Platform/Generator,Reapply,완료,완료,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-010,P0,DB Fresh/Generator,DB Platform/Generator,Conflict,완료,완료,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-011,P0,DB Fresh/Generator,DB Platform/Generator,Optional Pack,완료,완료,부분 구현,Source 일부는 존재하지만 Build/Consumer/Runtime/Test/Evidence가 닫히지 않음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-012,P0,DB Fresh/Generator,DB Platform/Generator,Backup/Fault,완료,미검증,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-013,P0,DB Fresh/Generator,DB Platform/Generator,Cleanup,완료,완료,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-DB-014,P0,DB Fresh/Generator,DB Platform/Generator,Evidence,완료,미검증,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-006,P0,Verification,Codex/QA,05_DB_TOOLING,완료,완료,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
QA38-DB-004,P0,DB Fresh/Generator,DB Platform/Generator,MariaDB Fresh,완료,미검증,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-007,P0,Verification,Codex/QA,06_DB_MARIADB,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
QA38-DB-005,P0,DB Fresh/Generator,DB Platform/Generator,PostgreSQL Fresh,완료,미검증,미검증,실제 3 Vendor lifecycle 실행 Evidence 없음,QA39-DEF-002;QA39-DEF-010;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-017;QA39-DEF-027;QA39-DEF-036;QA39-DEF-039
QA38-VERIFY-008,P0,Verification,Codex/QA,07_DB_POSTGRESQL,완료,미검증,미검증,해당 대형 검증을 최신 SHA에서 실행하지 않음,QA39-DEF-002;QA39-DEF-011;QA39-DEF-012;QA39-DEF-015;QA39-DEF-016;QA39-DEF-017;QA39-DEF-036;QA39-DEF-039
