path,operation,owner,file_type,bytes,physical_lines,sha256,review_status,finding,review_basis,required_followup
cpf-starters/http-client/src/test/java/com/cpf/core/common/servicecall/CpfServiceCallLogWriterTest.java,ADD_OR_REPLACE,http-client,java,1322,37,afa7303c8f231fd15496a418b343d888ad809d1e984965fa608cea92ecf43cb5,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength-core/build.gradle,ADD_OR_REPLACE,integration-fixedlength-core,gradle,323,15,6964625f6eac33997424f791185dd8ebf32fab35ee8662ce3d416456f4d4ca41,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength-core/src/main/java/com/cpf/integration/fixedlength/CpfBinaryFieldCodec.java,ADD_OR_REPLACE,integration-fixedlength-core,java,2112,11,5799817b175eaacc7b16e01b3603ae4fb36e7fa9c8ccd1b117f0233017240717,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength-core/src/main/java/com/cpf/integration/fixedlength/CpfFixedLengthCodec.java,ADD_OR_REPLACE,integration-fixedlength-core,java,2241,7,69f9f5be302502ca1cd69adc1e3a19b816a16c780611e45c4be8cad6f2664a92,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength-core/src/main/java/com/cpf/integration/fixedlength/CpfFixedLengthField.java,ADD_OR_REPLACE,integration-fixedlength-core,java,333,1,06f282547863bf8a57f078b44a9146f3167d6e8e33571f216ae0d8d4bf9422d2,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength-core/src/main/java/com/cpf/integration/fixedlength/CpfFixedLengthLayout.java,ADD_OR_REPLACE,integration-fixedlength-core,java,681,1,b2199792801be3fd7f58cd788173576c1d140510fef154be81565eda2e20804f,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength-core/src/test/java/com/cpf/integration/fixedlength/CpfBinaryFieldCodecTest.java,ADD_OR_REPLACE,integration-fixedlength-core,java,487,2,fd1fb3bc4345f6d9aa9d902b88f7e517d0d43d4f2792053f4387ec623f9d4261,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength-core/src/test/java/com/cpf/integration/fixedlength/CpfFixedLengthCodecTest.java,ADD_OR_REPLACE,integration-fixedlength-core,java,625,2,5eea2fca0b7aa8e5db4e4d6bc78b12aa0097343d1116ae71fa20bf36e5570567,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength/build.gradle,ADD_OR_REPLACE,integration-fixedlength,gradle,467,17,b72855329e2fc18591d47b6bba57894fafffc241a662e147a474a8b5c17d7479,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength/src/main/java/com/cpf/starter/fixedlength/CpfFixedLengthAutoConfiguration.java,ADD_OR_REPLACE,integration-fixedlength,java,422,2,ac17b02366788cdfd6048609bc25fcca91507093f8c37324c22df9b8bae822a4,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-fixedlength/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-fixedlength,imports,60,1,a87b396bf96a09917c24f35bf782cdc22288159751f9c0f44e62a0ebece90099,재확인 필요,정적 검토 대상,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-ftps/build.gradle,ADD_OR_REPLACE,integration-ftps,gradle,614,12,c3a88401eebd00ccc8b595e16ff8030ff95f2ee8ebb24c5b2553b5d41fe5d097,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-ftps/src/main/java/com/cpf/starter/ftps/CpfFtpsAutoConfiguration.java,ADD_OR_REPLACE,integration-ftps,java,604,1,2f78db4479102a7d5dbee53a1151861dc8639d5295bfb3b4df8a3c2625901cbf,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-ftps/src/main/java/com/cpf/starter/ftps/CpfFtpsClient.java,ADD_OR_REPLACE,integration-ftps,java,2313,1,b6fed817524e92c484480faa4a4a8e5536c4d369b55649223ab1c3e110b78ac7,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-ftps/src/main/java/com/cpf/starter/ftps/CpfFtpsProperties.java,ADD_OR_REPLACE,integration-ftps,java,1458,1,9f2088a64310a2a68f303e08a35ba7feb96c2d40fb4d40ff4e91f74a482fbb16,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-ftps/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-ftps,imports,46,1,15c9526f9ed7c4cac7a247cb0d02c033a6e5326dc67c7582acde741621407491,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-grpc/build.gradle,ADD_OR_REPLACE,integration-grpc,gradle,569,12,5e316afefaa9f75c1b061776fabf7a31b0153dbe8403d510254e5d84dc990215,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-grpc/src/main/java/com/cpf/starter/grpc/CpfGrpcAutoConfiguration.java,ADD_OR_REPLACE,integration-grpc,java,949,1,b42f8532e26d882190c80c1d3e61e8a51dbef597222c072f69ba1925786b2cc9,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-grpc/src/main/java/com/cpf/starter/grpc/CpfGrpcClient.java,ADD_OR_REPLACE,integration-grpc,java,1852,1,ab22fac3dc909b1e22d71fc60c54ff07d477a6ec637baa9eef02446a8ee31327,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-grpc/src/main/java/com/cpf/starter/grpc/CpfGrpcProperties.java,ADD_OR_REPLACE,integration-grpc,java,1177,1,0fb8c06db75adc6908a11b688a873700cdcdd5322d5ce634afce342a3889000f,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-grpc/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-grpc,imports,46,1,42c5064d3b492cab09e305177d45312127191c24ac19e6d9b8d9e50e193996be,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-iso8583/build.gradle,ADD_OR_REPLACE,integration-iso8583,gradle,521,18,c9fd2889890167c3303566ad9970a5bfce7ce1af7e9a1427d9dfc49778e36ad6,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-iso8583/src/main/java/com/cpf/starter/iso8583/CpfIso8583Codec.java,ADD_OR_REPLACE,integration-iso8583,java,6136,130,2d98497c63e98e59af8fe7bd1eaf26b70cc8c04fc2fe24cf53ce63ed3e0913fd,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-iso8583/src/main/java/com/cpf/starter/iso8583/CpfIso8583FieldSpec.java,ADD_OR_REPLACE,integration-iso8583,java,292,1,11785c6437ec22ff63303a38619083a5049b9313d061c98b6c207015efeb0a83,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-iso8583/src/main/java/com/cpf/starter/iso8583/CpfIso8583HmacMacProvider.java,ADD_OR_REPLACE,integration-iso8583,java,815,1,3db2e9b25b833e66c98a4b468d183d23f8f279bf91986db12d8bb96802a32bb3,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-iso8583/src/main/java/com/cpf/starter/iso8583/CpfIso8583Message.java,ADD_OR_REPLACE,integration-iso8583,java,272,1,f0b2909c6b32e55c3f168cee8db3e16d8b0eaef7b76852feaf3da0de00d4a5d2,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-iso8583/src/test/java/com/cpf/starter/iso8583/CpfIso8583CodecTest.java,ADD_OR_REPLACE,integration-iso8583,java,692,4,2fbad8d1ac870e241716a151bbc47ee89e35fdd93f236c1aba781be52eb9ce1c,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-object-storage-s3/build.gradle,ADD_OR_REPLACE,integration-object-storage-s3,gradle,595,12,1576bde51971009a6ef505ab78ee966dcb007ce1e87e8e69f911f339e7bf4475,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-object-storage-s3/src/main/java/com/cpf/starter/objectstorage/CpfObjectStorageAutoConfiguration.java,ADD_OR_REPLACE,integration-object-storage-s3,java,1135,1,8c2a82eed2ffb2305f2d0178c914b6a8e11d62f5957997c37b602308b0fd269e,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-object-storage-s3/src/main/java/com/cpf/starter/objectstorage/CpfObjectStorageClient.java,ADD_OR_REPLACE,integration-object-storage-s3,java,1744,1,0a1c2bb9eabd5e0c9bf8a73b37bc40c43595321bc557a33f99fec3e3a505b642,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-object-storage-s3/src/main/java/com/cpf/starter/objectstorage/CpfObjectStorageProperties.java,ADD_OR_REPLACE,integration-object-storage-s3,java,1123,1,20be275c659cb119bc99aac4fa8847845e0ace0250b8d302da31f6206239e731,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-object-storage-s3/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-object-storage-s3,imports,64,1,9ffe325861de2dc5eb60f8e5a277bd7c9224d63e3ed8928c590f49e13bb67172,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-realtime-webflux/build.gradle,ADD_OR_REPLACE,integration-realtime-webflux,gradle,566,11,f999c933d214c974c665cd159ab8efddcd2fb37865688512a1e24d481c96ed37,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-realtime-webflux/src/main/java/com/cpf/starter/realtime/CpfRealtimeAutoConfiguration.java,ADD_OR_REPLACE,integration-realtime-webflux,java,1165,1,f35fa859404d6ddd7c62cfd8c9cfc1f1bc963c1adba0df1e6a7c5ae94c793b73,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-realtime-webflux/src/main/java/com/cpf/starter/realtime/CpfRealtimeClient.java,ADD_OR_REPLACE,integration-realtime-webflux,java,1445,1,8395d9cccefdf0d8ed5035f8e2a138617751b8c7751d6685f8d03291d8a92544,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-realtime-webflux/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-realtime-webflux,imports,54,1,f75de3b30cd879a2b03cc6a778e70bf58a18409f50429b40e4ff594fbc165609,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/build.gradle,ADD_OR_REPLACE,integration-sftp,gradle,700,21,5f91d36f92b5cae1fba4c70975ddd6cb334cc9f66b9292be63fd6f5f3316e39d,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileExchangeGateway.java,ADD_OR_REPLACE,integration-sftp,java,12145,277,f597e7087cf287e36f6acd318c22894e25b54b43ab0c8c20f06d7f68c2cf491e,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferClientAdapter.java,ADD_OR_REPLACE,integration-sftp,java,1531,21,fb0280eff560ce46c4e88a50184341d4cd36724c494ab6bbfe011115676a439b,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferEngine.java,ADD_OR_REPLACE,integration-sftp,java,4690,109,8d4b3b6fc117d177b99e77a94e9982ab5a5165adac6c733ecb30a57fef2f49a3,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/CpfFileTransferRuntimeState.java,ADD_OR_REPLACE,integration-sftp,java,4002,45,b3b704f3b929110e8f8ff75f29d35a1c5a1ab14541bb5fd6ae8a14f6872aba60,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/DeterministicCpfRemoteFileTransferAdapter.java,ADD_OR_REPLACE,integration-sftp,java,4392,98,c6e148a11d8bbb3f4fceffe062d0a411b6385582ae38bd8cc14604d6c3f7a5cc,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/JdbcCpfFileTransferRepository.java,ADD_OR_REPLACE,integration-sftp,java,6080,159,c093591363171714099b5572ea8e100e73bf9a969a8392db867670932c47003f,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/core/common/filetransfer/LocalCpfFileTransferAdapter.java,ADD_OR_REPLACE,integration-sftp,java,9230,212,251c80b047b598b07397763cfc03b16c136aee856ba9687c0780cbd5fcbe7c19,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/starter/sftp/CpfSftpAutoConfiguration.java,ADD_OR_REPLACE,integration-sftp,java,1244,2,a018d98c272f8b59d09f604b41c9ce7d84d6fb6a0ad995095a1ca89c31c3e00c,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/starter/sftp/CpfSftpClient.java,ADD_OR_REPLACE,integration-sftp,java,6509,15,b2a19ac142fdc103ce06f48e7fef729b69494aeb9259cb34b4148cf632460d35,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/starter/sftp/CpfSftpProperties.java,ADD_OR_REPLACE,integration-sftp,java,1902,4,0002742264a6cea303ab67cbe1bcdd7d0ed88b22c01ad4a0818adcd942838599,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/starter/sftp/CpfSftpTransferRecord.java,ADD_OR_REPLACE,integration-sftp,java,278,1,e7309089fd553a8f0a5460e2c9b39f15d13be621d24f800243a5a7a8a8a354c2,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/java/com/cpf/starter/sftp/JdbcCpfSftpTransferLedger.java,ADD_OR_REPLACE,integration-sftp,java,1116,2,25d3f12ebb99818b13622d067bf34f19373056d720f6a61bd345a5b93b866997,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-sftp,imports,46,1,7b651bd7cff934ecd945d381da274bd04e02c3ce8a5ae13b0414893704ccc9a4,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/resources/db/mariadb/migration/V1__cpf_sftp_transfer.sql,ADD_OR_REPLACE,integration-sftp,sql,733,3,075cbfd30d392a678adb9419d2811cec163e9aecd0a890ecf0ce20232eecadb2,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/resources/db/mariadb/rollback/R1__cpf_sftp_transfer.sql,ADD_OR_REPLACE,integration-sftp,sql,30,1,aaab69a6b3bb01dc25c76e2f5440242d4d861ebf6fb9a7dc8d3d72271d050231,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/resources/db/oracle/migration/V1__cpf_sftp_transfer.sql,ADD_OR_REPLACE,integration-sftp,sql,758,3,379497207be67d244a1dbcc15a66f6016d443d07a7b1b9534584f1a4c971e0fd,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/resources/db/oracle/rollback/R1__cpf_sftp_transfer.sql,ADD_OR_REPLACE,integration-sftp,sql,30,1,aaab69a6b3bb01dc25c76e2f5440242d4d861ebf6fb9a7dc8d3d72271d050231,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/resources/db/postgresql/migration/V1__cpf_sftp_transfer.sql,ADD_OR_REPLACE,integration-sftp,sql,742,3,1a0e8838ba251c55ed3454eb0af3f99d45267889d98550bf153f0a3c2fae427e,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/main/resources/db/postgresql/rollback/R1__cpf_sftp_transfer.sql,ADD_OR_REPLACE,integration-sftp,sql,30,1,aaab69a6b3bb01dc25c76e2f5440242d4d861ebf6fb9a7dc8d3d72271d050231,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/test/java/com/cpf/core/common/filetransfer/CpfFileExchangeGatewayTest.java,ADD_OR_REPLACE,integration-sftp,java,2362,65,d10ed110fe18cfb389b27982c9cf4d5cbed707e4a6a0b7927a4bfbaa17729fce,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/test/java/com/cpf/core/common/filetransfer/DeterministicCpfRemoteFileTransferAdapterTest.java,ADD_OR_REPLACE,integration-sftp,java,2670,65,7c71222530e2f441ac2fe0d28b23eea98e7f07ceea25dab2b63bbe528681f92a,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/test/java/com/cpf/core/common/filetransfer/JdbcCpfFileTransferRepositoryTest.java,ADD_OR_REPLACE,integration-sftp,java,3330,81,d5b067907e583743fb83932d9e21703c18e3a5a90cd159d59349773ca988efb8,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-sftp/src/test/java/com/cpf/core/common/filetransfer/LocalCpfFileTransferAdapterTest.java,ADD_OR_REPLACE,integration-sftp,java,6318,175,648e3b3d433d41be431da22fc157850cefea8695f4247af8b9d1ec1f4c4ee29f,부분 구현,SFTP happy path는 있으나 SecretRef/KnownHosts/real health/resume conflict/reconcile가 미완성,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-smb/build.gradle,ADD_OR_REPLACE,integration-smb,gradle,527,11,f496ac8112271ece2818a98a27ba014fb11e859bdb357fffd41e3be104fa6e3b,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-smb/src/main/java/com/cpf/starter/smb/CpfSmbAutoConfiguration.java,ADD_OR_REPLACE,integration-smb,java,596,1,e4e97d1c27c50805e3bfc7d8e4568575c6a95c2bca214b281cac661226f5ad73,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-smb/src/main/java/com/cpf/starter/smb/CpfSmbClient.java,ADD_OR_REPLACE,integration-smb,java,2401,1,b33a4285a699c2481d096f1d392c2c6628805c7bd745336faec74a17da63a56f,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-smb/src/main/java/com/cpf/starter/smb/CpfSmbProperties.java,ADD_OR_REPLACE,integration-smb,java,1058,1,bca67bfc362cd51d79720c1458a7fec45b0afd9d6f82e9b32c5e9d11f6b970d5,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-smb/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-smb,imports,44,1,8248512e3a8f7a24ea346110e892620b34e845e9a4b5ccc7e7849a048adeb185,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-soap/build.gradle,ADD_OR_REPLACE,integration-soap,gradle,591,12,9726d4361ccfae2302fbfabc694d2194251fb3b3d9d56a89d6c1c63ec63660e9,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-soap/src/main/java/com/cpf/starter/soap/CpfSoapAutoConfiguration.java,ADD_OR_REPLACE,integration-soap,java,1194,1,31271bcef802da4f1bd2d46ca8e97b254123c61f731925ffe7604cc76c28206e,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-soap/src/main/java/com/cpf/starter/soap/CpfSoapClient.java,ADD_OR_REPLACE,integration-soap,java,1153,1,ad3077fd6533770486b6b3bf38572cf031f8bb823af8a5717ef3b1ae30e724b1,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-soap/src/main/java/com/cpf/starter/soap/CpfSoapProperties.java,ADD_OR_REPLACE,integration-soap,java,1028,1,02000600fe3c5c41f1815c76f4a762f3b6aeee8aa100a0acf828dd7926c30d0e,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-soap/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,integration-soap,imports,46,1,f3259201fed13944b001bce185a749f91f9d2ff5cc1852c5a814b0c35b0f42b6,부분 구현,Source/build.gradle은 있으나 Settings/BOM/Catalog/Platform에 미등록되어 제품 Build 대상이 아님,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-tcp/build.gradle,ADD_OR_REPLACE,integration-tcp,gradle,636,20,f94bbf3660b196cddf4fbcc86b243efa842e09577e2fe8338f1340df8eee73d8,부분 구현,Codec는 있으나 correlation/reconnect/persistent unknown/TLS identity가 transport에 완결 연결되지 않음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/integration-tcp/src/main/java/com/cpf/starter/tcp/CpfTcpAutoConfiguration.java,ADD_OR_REPLACE,integration-tcp,java,2680,7,6e7888f9cbc0326dab2de97c87476dda2742d45522c1c0eaf4d9a760004adfc6,부분 구현,Codec는 있으나 correlation/reconnect/persistent unknown/TLS identity가 transport에 완결 연결되지 않음,Local R4 overlay static audit + GitHub exact commit stats,
