entity_id,entity_type,canonical_requirement_id,priority,work_type,axis,title,owner,owner_module,owner_package,dependencies,markdown_file,ledger_part,source_work_item_id,gap_decision,proposed_requirement_id
CPF-WP-CPF-LOGDB-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CPF-LOGDB,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGDB-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CPF-LOGDB-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CPF-LOGDB,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGDB-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGDB-03-VERIFICATION_EVIDENCE,,
CPF-WP-CPF-LOGDB-04-FAILURE_RECOVERY,WORK_PACKAGE,CPF-LOGDB,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGDB-04-FAILURE_RECOVERY,,
CPF-WP-CPF-LOGDB-05-OPERATIONS_SECURITY,WORK_PACKAGE,CPF-LOGDB,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGDB-05-OPERATIONS_SECURITY,,
CPF-WP-CPF-LOGDB-06-DATA_MIGRATION,WORK_PACKAGE,CPF-LOGDB,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGDB-06-DATA_MIGRATION,,
CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CPF-FILELOG,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,,
CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CPF-FILELOG,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CPF-FILELOG-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CPF-FILELOG,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-FILELOG-03-VERIFICATION_EVIDENCE,,
CPF-WP-CPF-FILELOG-04-FAILURE_RECOVERY,WORK_PACKAGE,CPF-FILELOG,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-FILELOG-04-FAILURE_RECOVERY,,
CPF-WP-CPF-FILELOG-05-OPERATIONS_SECURITY,WORK_PACKAGE,CPF-FILELOG,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-FILELOG-05-OPERATIONS_SECURITY,,
CPF-WP-CPF-FILELOG-06-DATA_MIGRATION,WORK_PACKAGE,CPF-FILELOG,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-FILELOG-06-DATA_MIGRATION,,
CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CPF-LOGFAIL,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,,
CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CPF-LOGFAIL,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CPF-LOGFAIL,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,,
CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,WORK_PACKAGE,CPF-LOGFAIL,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,,
CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CPF-TRACE,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,,
CPF-WP-CPF-TRACE-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CPF-TRACE,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-TRACE-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CPF-TRACE-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CPF-TRACE,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-TRACE-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-TRACE-03-VERIFICATION_EVIDENCE,,
CPF-WP-CPF-TRACE-04-FAILURE_RECOVERY,WORK_PACKAGE,CPF-TRACE,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-TRACE-04-FAILURE_RECOVERY,,
CPF-WP-CPF-TRACE-05-OPERATIONS_SECURITY,WORK_PACKAGE,CPF-TRACE,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-TRACE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-TRACE-05-OPERATIONS_SECURITY,,
CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CPF-MASK,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,,
CPF-WP-CPF-MASK-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CPF-MASK,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-MASK-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CPF-MASK-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CPF-MASK,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-MASK-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-MASK-03-VERIFICATION_EVIDENCE,,
CPF-WP-CPF-MASK-04-OPERATIONS_SECURITY,WORK_PACKAGE,CPF-MASK,P1,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CPF-MASK-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CPF-MASK-04-OPERATIONS_SECURITY,,
CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,,
CPF-WP-CORE-FIXED-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FIXED-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CORE-FIXED-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-FIXED-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FIXED-03-VERIFICATION_EVIDENCE,,
CPF-WP-CORE-FIXED-04-GENERATION_COMPATIBILITY,WORK_PACKAGE,CORE-FIXED,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-FIXED-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FIXED-04-GENERATION_COMPATIBILITY,,
CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,,
CPF-WP-CORE-FILE-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FILE-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CORE-FILE-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-FILE-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FILE-03-VERIFICATION_EVIDENCE,,
CPF-WP-CORE-FILE-04-FAILURE_RECOVERY,WORK_PACKAGE,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FILE-04-FAILURE_RECOVERY,,
CPF-WP-CORE-FILE-05-DATA_MIGRATION,WORK_PACKAGE,CORE-FILE,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-FILE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-FILE-05-DATA_MIGRATION,,
CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,cpf-core,repository architecture,,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,,
CPF-WP-CORE-MESSAGE-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-MESSAGE-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CORE-MESSAGE-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP;CPF-WP-CORE-MESSAGE-02-IMPLEMENTATION_CONSUMER,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-MESSAGE-03-VERIFICATION_EVIDENCE,,
CPF-WP-CORE-MESSAGE-04-FAILURE_RECOVERY,WORK_PACKAGE,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-MESSAGE-04-FAILURE_RECOVERY,,
CPF-WP-CORE-MESSAGE-05-DATA_MIGRATION,WORK_PACKAGE,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-MESSAGE-05-DATA_MIGRATION,,
CPF-WP-CORE-MESSAGE-06-GENERATION_COMPATIBILITY,WORK_PACKAGE,CORE-MESSAGE,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,cpf-core / repository architecture,cpf-core,repository architecture,CPF-WP-CORE-MESSAGE-01-CONTRACT_OWNERSHIP,12_CORE_OBSERVABILITY_FILE_MESSAGE.md,ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,CPF-WP-CORE-MESSAGE-06-GENERATION_COMPATIBILITY,,
CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,,
CPF-WP-ARCH-STARTER-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,CPF-WP-ARCH-STARTER-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-ARCH-STARTER-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP;CPF-WP-ARCH-STARTER-02-IMPLEMENTATION_CONSUMER,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,CPF-WP-ARCH-STARTER-03-VERIFICATION_EVIDENCE,,
CPF-WP-ARCH-STARTER-04-FAILURE_RECOVERY,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,CPF-WP-ARCH-STARTER-04-FAILURE_RECOVERY,,
CPF-WP-ARCH-STARTER-05-GENERATION_COMPATIBILITY,WORK_PACKAGE,ARCH-STARTER,P1,PRODUCT_IMPLEMENTATION,GENERATION_COMPATIBILITY,생성·Artifact·호환성,product architecture + cpf-tools generator/build,product architecture + cpf-tools generator,build,CPF-WP-ARCH-STARTER-01-CONTRACT_OWNERSHIP,10_ARCHITECTURE_MODULE_BOUNDARY.md,ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,CPF-WP-ARCH-STARTER-05-GENERATION_COMPATIBILITY,,
CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,cpf-common,,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,,
CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER,WORK_PACKAGE,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-common,cpf-common,,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER,,
CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE,WORK_PACKAGE,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-common,cpf-common,,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP;CPF-WP-CMN-EXTENSION-02-IMPLEMENTATION_CONSUMER,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,CPF-WP-CMN-EXTENSION-03-VERIFICATION_EVIDENCE,,
CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,WORK_PACKAGE,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-common,cpf-common,,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,CPF-WP-CMN-EXTENSION-04-OPERATIONS_SECURITY,,
CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,WORK_PACKAGE,CMN-EXTENSION,P2,PRODUCT_IMPLEMENTATION,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-common,cpf-common,,CPF-WP-CMN-EXTENSION-01-CONTRACT_OWNERSHIP,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,CPF-WP-CMN-EXTENSION-05-DATA_MIGRATION,,
CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,WORK_PACKAGE,CMN-SAMPLE-DB,P2,PRODUCT_IMPLEMENTATION,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-common,cpf-common,,,20_COMMON_DATA_DB_PART_01.md,ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,CPF-WP-CMN-SAMPLE-DB-01-CONTRACT_OWNERSHIP,,
