id,area,work_package,title,setup,steps,expected,evidence,environment
CPF-QA-EXEC-346,INSLOG,WP11,Sensitive log,PII/token fixture,download,masked or approved raw flow,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-347,INSLOG,WP11,Disconnected instance,agent unavailable,download,clear partial/stale response,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-348,INSLOG,WP11,Client disconnect,mid-download close,observe server,resource/temp cleanup,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-349,INSLOG,WP11,Download approval,raw audit log,request without/with approval,fail-closed then audited download,ADM/Agent/file/audit evidence,WAS+MariaDB+local files
CPF-QA-EXEC-350,DOCVAL,WP12-WP15,JavaDoc build,all public API/SPI,generate javadoc with doclint,errors/warnings policy pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-351,DOCVAL,WP12-WP15,OpenAPI snapshot,all controllers,generate spec,operation/headers/errors/examples complete,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-352,DOCVAL,WP12-WP15,OpenAPI negative examples,selected APIs,validate examples,examples conform to schemas,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-353,DOCVAL,WP12-WP15,package-info coverage,public/major packages,scan,required Korean responsibility docs present,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-354,DOCVAL,WP12-WP15,EDU command execution,all reference guides,execute commands,all commands and expected results valid,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-355,DOCVAL,WP12-WP15,EDU requirement trace,all examples,matrix scan,each feature has examples and each example maps feature,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-356,DOCVAL,WP12-WP15,Reference CI,cpfIncludeReferenceDomains=true,clean build/test/run,required matrix pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-357,DOCVAL,WP12-WP15,Generator new domain,random DomainName/SystemCode,generate/build/run,no hard-coded domain assumptions,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-358,DOCVAL,WP12-WP15,Generator regeneration,user extension present,regenerate,user code preserved,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-359,DOCVAL,WP12-WP15,Generator client gate,generated domain,source scan,raw client usage 0,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-360,DOCVAL,WP12-WP15,MariaDB fresh install,empty schemas,install/seed/verify,canonical match,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-361,DOCVAL,WP12-WP15,MariaDB upgrade,prior supported baseline,migrate,data/constraints preserved,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-362,DOCVAL,WP12-WP15,MariaDB rollback/reapply,latest migration,rollback/reapply,documented recovery and final parity,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-363,DOCVAL,WP12-WP15,MariaDB query registry,all runtime queries,prepare/execute,parameter/result/dialect pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-364,DOCVAL,WP12-WP15,PostgreSQL static pack,generated/vendor pack,parse/check parity,no MariaDB syntax leakage,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-365,DOCVAL,WP12-WP15,Oracle static pack,generated/vendor pack,parse/check parity,no PostgreSQL/Maria syntax leakage,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-366,DOCVAL,WP12-WP15,Secret scan,source/config/evidence,scan,real secrets/PII 0,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-367,DOCVAL,WP12-WP15,Repository hygiene,clean clone,run hygiene gate,build/tmp/overlay debris policy pass,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-368,DOCVAL,WP12-WP15,Protected regression selection,change common header,impact analyzer,gateway/message/TCP/generator/EDU tests selected,build/spec/matrix/evidence,Mixed
CPF-QA-EXEC-369,DOCVAL,WP12-WP15,Release gate with deferred providers,external providers uninstalled,run release evaluation,real integration stays 미검증 and GA policy explicit,build/spec/matrix/evidence,Mixed
